year,day,month,start station,start station latitude,start station longitude,anzahl,precipMM,humidity,tempC,day1anzahl,dayofweek
2019,1,5,Broadway & Roebling St,40.70924826276157,-73.96063148975372,71,0.021052631578947368,71.0,11.842105263157896,0.0,2.0
2019,1,5,Broadway & W 122 St,40.8120562,-73.9612547,12,0.0,72.88888888888889,11.777777777777779,0.0,2.0
2019,1,5,Broadway & W 25 St,40.74286877312112,-73.98918628692627,312,0.021052631578947368,71.21052631578948,11.789473684210526,0.0,2.0
2019,1,5,Broadway & W 29 St,40.7462009,-73.98855723,215,0.01904761904761905,71.14285714285714,11.714285714285714,0.0,2.0
2019,1,5,Broadway & W 32 St,40.74854862,-73.98808416,202,0.02631578947368421,71.3157894736842,11.789473684210526,0.0,2.0
2019,1,5,Broadway & W 36 St,40.75097711,-73.98765428,169,0.0,69.6,12.066666666666666,0.0,2.0
2019,1,5,Broadway & W 37 St,40.75172632,-73.98753523,91,0.02666666666666667,69.8,12.0,0.0,2.0
2019,1,5,Broadway & W 38 St,40.75299641,-73.98721619,178,0.023529411764705882,70.6470588235294,11.941176470588236,0.0,2.0
2019,1,5,Broadway & W 41 St,40.75513557,-73.98658032,270,0.023809523809523808,71.42857142857143,11.666666666666666,0.0,2.0
2019,1,5,Broadway & W 49 St,40.76068327096592,-73.9845272898674,271,0.025,71.3,11.75,0.0,2.0
2019,1,5,Broadway & W 51 St,40.76228826,-73.98336183,144,0.005555555555555556,70.55555555555556,11.833333333333334,0.0,2.0
2019,1,5,Broadway & W 53 St,40.76344058,-73.98268129,128,0.02631578947368421,71.3157894736842,11.789473684210526,0.0,2.0
2019,1,5,Broadway & W 56 St,40.7652654,-73.98192338,245,0.022222222222222223,71.05555555555556,11.88888888888889,0.0,2.0
2019,1,5,Broadway & W 60 St,40.76915505,-73.98191841,252,0.02631578947368421,71.3157894736842,11.789473684210526,0.0,2.0
2019,1,5,Broadway & Whipple St,40.7016657,-73.9437303,23,0.0071428571428571435,72.5,11.571428571428571,0.0,2.0
2019,1,5,Bus Slip & State St,40.701907,-74.013942,69,0.0125,69.75,11.8125,0.0,2.0
2019,1,5,Bushwick Ave & McKibbin St,40.705517,-73.93936,4,0.0,72.5,11.75,0.0,2.0
2019,1,5,Bushwick Ave & Powers St,40.71247661,-73.94100005,19,0.014285714285714287,70.85714285714286,11.642857142857142,0.0,2.0
2019,1,5,Butler St & Court St,40.6849894,-73.99440329,35,0.00625,71.125,11.8125,0.0,2.0
2019,1,5,Cadman Plaza E & Johnson St,40.69531727766904,-73.99015724658966,33,0.00625,69.6875,11.9375,0.0,2.0
2019,1,5,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,62,0.00625,70.0625,11.9375,0.0,2.0
2019,1,5,Cadman Plaza West & Montague St,40.69383,-73.990539,74,0.01875,71.125,11.9375,0.0,2.0
2019,1,5,Cambridge Pl & Gates Ave,40.68488,-73.96304,19,0.018181818181818184,73.27272727272727,11.454545454545455,0.0,2.0
2019,1,5,Canal St & Rutgers St,40.71427487,-73.98990025,202,0.023809523809523808,71.23809523809524,11.714285714285714,0.0,2.0
2019,1,5,Carlton Ave & Dean St,40.6809741,-73.9710097,41,0.006666666666666667,70.8,11.733333333333333,0.0,2.0
2019,1,5,Carlton Ave & Flushing Ave,40.697787,-73.973736,26,0.01,71.1,11.9,0.0,2.0
2019,1,5,Carlton Ave & Park Ave,40.69580705,-73.97355569,34,0.028571428571428574,70.92857142857143,11.714285714285714,0.0,2.0
2019,1,5,Carmine St & 6 Ave,40.73038599,-74.00214988,264,0.023809523809523808,71.28571428571429,11.714285714285714,0.0,2.0
2019,1,5,Carroll St & 5 Ave,40.6751622,-73.9814832,46,0.027777777777777776,71.16666666666667,11.833333333333334,0.0,2.0
2019,1,5,Carroll St & 6 Ave,40.6740886,-73.9787282,33,0.02,69.7,11.7,0.0,2.0
2019,1,5,Carroll St & Bond St,40.6786115,-73.99037292,37,0.025,71.0,11.9375,0.0,2.0
2019,1,5,Carroll St & Columbia St,40.6830456,-74.00348559,37,0.0,70.33333333333333,12.0,0.0,2.0
2019,1,5,Carroll St & Franklin Ave,40.6679411,-73.9588,3,0.0,65.66666666666667,12.333333333333334,0.0,2.0
2019,1,5,Carroll St & Smith St,40.680611,-73.99475825,60,0.01875,70.1875,12.0625,0.0,2.0
2019,1,5,Carroll St & Washington Ave,40.6686744,-73.9618148,7,0.0,67.33333333333333,12.0,0.0,2.0
2019,1,5,Cathedral Pkwy & Broadway,40.804213,-73.96699104,53,0.025,71.75,11.875,0.0,2.0
2019,1,5,Catherine St & Monroe St,40.71117444,-73.99682619,61,0.006666666666666667,69.66666666666667,12.0,0.0,2.0
2019,1,5,Cedar St & Myrtle Ave,40.697842,-73.926241,10,0.014285714285714287,70.42857142857143,11.714285714285714,0.0,2.0
2019,1,5,Center Blvd & 48 Ave,40.745038,-73.957539,12,0.0,72.0,11.625,0.0,2.0
2019,1,5,Center Blvd & 51 Ave,40.74336608027021,-73.95960688591003,11,0.0,66.66666666666667,12.333333333333334,0.0,2.0
2019,1,5,Central Ave & Starr Street,40.700003,-73.92834,14,0.01,69.1,12.0,0.0,2.0
2019,1,5,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,86,0.0125,70.4375,11.8125,0.0,2.0
