year,month,day,ausleihen,subs,subrate,holidays,weekday,workday,tempC,precipMM,humidity,windspeedKmph
2015,1,1,30,23,0.861038961038961,1.0,3.0,0.0,0.45454545454545453,0.0,43.90909090909091,23.545454545454547
2015,1,2,59,52,0.8916666666666666,0.0,4.0,1.0,2.9,0.0,58.3,19.3
2015,1,3,26,23,0.9541666666666666,0.0,5.0,0.0,4.25,0.85,83.5,12.75
2015,1,4,42,39,0.8974358974358974,0.0,6.0,0.0,9.461538461538462,0.33076923076923076,92.3076923076923,17.923076923076923
2015,1,5,76,74,0.9892156862745098,0.0,0.0,1.0,-1.2352941176470589,0.06470588235294118,55.05882352941177,27.470588235294116
2015,1,6,45,45,1.0,0.0,1.0,1.0,-6.071428571428571,0.1,70.35714285714286,9.714285714285714
2015,1,7,25,25,1.0,0.0,2.0,1.0,-8.428571428571429,0.0,64.71428571428571,31.0
2015,1,8,30,30,1.0,0.0,3.0,1.0,-10.153846153846153,0.0,75.38461538461539,19.0
2015,1,9,24,23,0.9818181818181819,0.0,4.0,1.0,-4.181818181818182,0.09090909090909091,73.81818181818181,22.0
2015,1,10,19,17,0.8888888888888888,0.0,5.0,0.0,-8.583333333333334,0.0,70.58333333333333,19.333333333333332
2015,1,11,42,37,0.9508158508158508,0.0,6.0,0.0,-1.3846153846153846,0.0,63.23076923076923,13.153846153846153
2015,1,12,39,36,0.9166666666666666,0.0,0.0,1.0,1.25,0.5333333333333333,89.16666666666667,11.5
2015,1,13,44,44,1.0,0.0,1.0,1.0,-5.857142857142857,0.0,68.21428571428571,20.142857142857142
2015,1,14,54,54,1.0,0.0,2.0,1.0,-2.6923076923076925,0.0,68.76923076923077,14.461538461538462
2015,1,15,63,59,0.9142857142857144,0.0,3.0,1.0,-0.8571428571428571,0.0,64.92857142857143,14.5
2015,1,16,62,61,0.9761904761904762,0.0,4.0,1.0,-0.21428571428571427,0.0,57.0,30.5
2015,1,17,32,25,0.8316666666666667,0.0,5.0,0.0,-3.0,0.0,38.5,11.7
2015,1,18,2,2,1.0,0.0,6.0,0.0,3.5,1.8,95.5,13.5
2015,1,19,51,43,0.8698412698412699,1.0,0.0,0.0,2.6,0.0,73.26666666666667,22.666666666666668
2015,1,20,73,71,0.980952380952381,0.0,1.0,1.0,1.6666666666666667,0.0,64.26666666666667,14.8
2015,1,21,63,62,0.9926470588235294,0.0,2.0,1.0,-0.35294117647058826,0.011764705882352941,46.35294117647059,6.352941176470588
2015,1,22,65,60,0.9037037037037037,0.0,3.0,1.0,0.6666666666666666,0.0,67.27777777777777,12.88888888888889
2015,1,23,72,72,1.0,0.0,4.0,1.0,1.3333333333333333,0.027777777777777776,68.61111111111111,11.944444444444445
2015,1,24,8,8,1.0,0.0,5.0,0.0,1.2,0.27999999999999997,92.4,21.0
2015,1,25,49,44,0.9265873015873015,0.0,6.0,0.0,0.5,0.0,81.21428571428571,20.214285714285715
2015,1,26,20,20,1.0,0.0,0.0,1.0,-4.0,0.4,89.44444444444444,27.333333333333332
2015,1,27,8,8,1.0,0.0,1.0,1.0,-3.6666666666666665,0.2333333333333333,87.83333333333333,26.5
2015,1,28,27,26,0.9777777777777777,0.0,2.0,1.0,-4.666666666666667,0.0,80.73333333333333,18.333333333333332
2015,1,29,32,32,1.0,0.0,3.0,1.0,-2.6875,0.0,78.125,9.8125
2015,1,30,26,26,1.0,0.0,4.0,1.0,-0.2,0.22000000000000003,85.8,23.2
