hour,tempC,precipMM,humidity,windspeedKmph,weatherDesc2,year,month,day,weekday,holidays,workday,rueckgaben,ausleihen
1,23,1.7,88,17,Moderate or heavy rain shower,2018,8,22,2,0,1,0,0
2,23,1.2,88,15,Moderate rain,2018,8,22,2,0,1,0,0
3,23,1.6,89,13,Moderate rain,2018,8,22,2,0,1,0,0
4,23,0.8,86,12,Moderate rain,2018,8,22,2,0,1,0,2
5,23,1.2,84,12,Moderate rain at times,2018,8,22,2,0,1,1,1
6,24,1.6,81,12,Moderate rain at times,2018,8,22,2,0,1,8,7
7,24,0.8,77,14,Moderate rain at times,2018,8,22,2,0,1,22,9
8,25,0.0,73,16,Partly cloudy,2018,8,22,2,0,1,66,30
9,26,0.0,68,18,Partly cloudy,2018,8,22,2,0,1,50,15
10,27,0.0,63,17,Partly cloudy,2018,8,22,2,0,1,12,13
11,28,0.1,58,17,Patchy rain possible,2018,8,22,2,0,1,12,16
12,29,0.1,53,16,Patchy rain possible,2018,8,22,2,0,1,14,13
13,29,0.0,52,18,Patchy rain possible,2018,8,22,2,0,1,7,16
14,29,0.0,51,19,Sunny,2018,8,22,2,0,1,19,12
15,29,0.0,50,21,Sunny,2018,8,22,2,0,1,37,23
16,28,0.0,52,19,Sunny,2018,8,22,2,0,1,21,22
17,27,0.0,54,17,Sunny,2018,8,22,2,0,1,42,66
18,26,0.0,56,15,Clear,2018,8,22,2,0,1,63,84
19,25,0.0,59,16,Clear,2018,8,22,2,0,1,39,40
20,24,0.0,62,17,Clear,2018,8,22,2,0,1,23,25
21,23,0.0,65,19,Clear,2018,8,22,2,0,1,16,16
22,23,0.0,66,18,Clear,2018,8,22,2,0,1,6,2
23,22,0.0,66,17,Clear,2018,8,22,2,0,1,3,7
0,22,0.0,67,15,Clear,2018,8,23,3,0,1,3,1
1,22,0.0,67,15,Clear,2018,8,23,3,0,1,2,2
2,22,0.0,67,15,Partly cloudy,2018,8,23,3,0,1,0,0
3,21,0.0,67,15,Partly cloudy,2018,8,23,3,0,1,0,0
4,21,0.0,64,15,Partly cloudy,2018,8,23,3,0,1,0,0
5,21,0.0,62,15,Partly cloudy,2018,8,23,3,0,1,1,3
6,21,0.0,59,14,Partly cloudy,2018,8,23,3,0,1,14,11
7,21,0.0,54,15,Partly cloudy,2018,8,23,3,0,1,20,12
8,22,0.0,50,15,Sunny,2018,8,23,3,0,1,67,32
9,23,0.0,45,16,Sunny,2018,8,23,3,0,1,59,16
10,24,0.0,41,15,Sunny,2018,8,23,3,0,1,9,11
11,25,0.0,38,14,Sunny,2018,8,23,3,0,1,12,7
12,27,0.0,34,13,Sunny,2018,8,23,3,0,1,7,12
13,27,0.0,36,14,Sunny,2018,8,23,3,0,1,21,14
14,26,0.0,37,14,Sunny,2018,8,23,3,0,1,19,26
15,26,0.0,39,14,Sunny,2018,8,23,3,0,1,26,22
16,26,0.0,41,13,Sunny,2018,8,23,3,0,1,25,27
17,26,0.0,43,11,Sunny,2018,8,23,3,0,1,48,83
18,25,0.0,45,10,Clear,2018,8,23,3,0,1,59,84
19,25,0.0,47,11,Clear,2018,8,23,3,0,1,47,62
20,24,0.0,50,12,Clear,2018,8,23,3,0,1,32,32
21,23,0.0,53,14,Clear,2018,8,23,3,0,1,19,21
22,24,0.0,54,12,Clear,2018,8,23,3,0,1,16,16
23,24,0.0,56,10,Clear,2018,8,23,3,0,1,8,9
0,24,0.0,57,8,Clear,2018,8,24,4,0,1,0,0
1,24,0.0,57,7,Clear,2018,8,24,4,0,1,0,0
2,24,0.0,57,6,Clear,2018,8,24,4,0,1,0,0
3,24,0.0,58,5,Clear,2018,8,24,4,0,1,0,0
4,24,0.0,56,5,Clear,2018,8,24,4,0,1,0,0
5,24,0.0,55,5,Clear,2018,8,24,4,0,1,0,0
6,23,0.0,54,5,Sunny,2018,8,24,4,0,1,11,8
7,25,0.0,52,4,Sunny,2018,8,24,4,0,1,25,13
8,26,0.0,50,3,Sunny,2018,8,24,4,0,1,64,24
9,28,0.0,48,3,Sunny,2018,8,24,4,0,1,39,18
10,29,0.0,44,4,Sunny,2018,8,24,4,0,1,16,10
11,29,0.0,41,6,Sunny,2018,8,24,4,0,1,12,14
12,30,0.0,38,7,Sunny,2018,8,24,4,0,1,18,12
13,30,0.0,38,8,Sunny,2018,8,24,4,0,1,21,23
14,30,0.0,39,9,Sunny,2018,8,24,4,0,1,18,18
15,30,0.0,39,10,Sunny,2018,8,24,4,0,1,35,34
16,29,0.0,41,11,Sunny,2018,8,24,4,0,1,40,41
17,28,0.0,44,12,Sunny,2018,8,24,4,0,1,52,77
18,27,0.0,46,13,Clear,2018,8,24,4,0,1,41,69
19,27,0.0,48,12,Clear,2018,8,24,4,0,1,40,47
20,26,0.0,50,11,Clear,2018,8,24,4,0,1,36,32
21,26,0.0,52,11,Clear,2018,8,24,4,0,1,15,12
22,26,0.0,53,11,Clear,2018,8,24,4,0,1,7,16
23,26,0.0,53,11,Clear,2018,8,24,4,0,1,9,6
0,26,0.0,54,12,Clear,2018,8,25,5,0,0,1,3
1,25,0.0,55,10,Clear,2018,8,25,5,0,0,6,1
2,25,0.0,56,8,Clear,2018,8,25,5,0,0,5,0
3,25,0.0,56,6,Clear,2018,8,25,5,0,0,0,0
4,24,0.0,56,5,Clear,2018,8,25,5,0,0,0,1
5,24,0.0,55,3,Clear,2018,8,25,5,0,0,0,2
6,23,0.0,54,1,Sunny,2018,8,25,5,0,0,2,0
7,24,0.0,52,3,Sunny,2018,8,25,5,0,0,4,3
8,25,0.0,49,6,Partly cloudy,2018,8,25,5,0,0,4,7
9,26,0.0,46,8,Partly cloudy,2018,8,25,5,0,0,18,20
10,26,0.0,44,9,Partly cloudy,2018,8,25,5,0,0,16,18
11,27,0.0,43,9,Cloudy,2018,8,25,5,0,0,20,20
12,27,0.0,42,10,Cloudy,2018,8,25,5,0,0,43,36
13,27,0.0,43,10,Cloudy,2018,8,25,5,0,0,80,65
14,27,0.0,44,11,Sunny,2018,8,25,5,0,0,46,46
15,27,0.0,45,12,Sunny,2018,8,25,5,0,0,55,55
16,26,0.0,47,11,Sunny,2018,8,25,5,0,0,32,35
17,26,0.0,49,11,Sunny,2018,8,25,5,0,0,35,32
18,26,0.0,52,10,Clear,2018,8,25,5,0,0,38,37
19,26,0.0,54,11,Clear,2018,8,25,5,0,0,23,41
20,25,0.0,56,11,Clear,2018,8,25,5,0,0,11,16
21,25,0.0,59,11,Clear,2018,8,25,5,0,0,14,14
22,24,0.0,60,10,Clear,2018,8,25,5,0,0,15,14
23,24,0.0,60,9,Clear,2018,8,25,5,0,0,4,2
0,24,0.0,61,9,Clear,2018,8,26,6,0,0,3,2
1,23,0.0,62,9,Clear,2018,8,26,6,0,0,1,0
2,22,0.0,64,9,Clear,2018,8,26,6,0,0,1,0
3,22,0.0,65,9,Clear,2018,8,26,6,0,0,2,1
4,22,0.0,65,9,Clear,2018,8,26,6,0,0,0,1
5,22,0.0,65,8,Clear,2018,8,26,6,0,0,1,0
6,23,0.0,66,8,Sunny,2018,8,26,6,0,0,0,0
7,24,0.0,63,10,Sunny,2018,8,26,6,0,0,3,2
8,25,0.0,61,12,Sunny,2018,8,26,6,0,0,4,3
9,26,0.0,58,14,Sunny,2018,8,26,6,0,0,14,10
10,27,0.0,56,13,Sunny,2018,8,26,6,0,0,12,20
11,28,0.0,54,13,Partly cloudy,2018,8,26,6,0,0,55,37
12,29,0.0,52,12,Partly cloudy,2018,8,26,6,0,0,32,37
13,29,0.0,53,13,Partly cloudy,2018,8,26,6,0,0,52,29
14,29,0.0,54,14,Overcast,2018,8,26,6,0,0,22,19
15,29,0.0,54,14,Overcast,2018,8,26,6,0,0,40,40
16,29,0.0,57,14,Overcast,2018,8,26,6,0,0,34,41
17,28,0.0,59,14,Partly cloudy,2018,8,26,6,0,0,32,25
18,28,0.0,61,13,Partly cloudy,2018,8,26,6,0,0,37,50
19,27,0.0,64,13,Partly cloudy,2018,8,26,6,0,0,32,30
20,27,0.0,66,13,Partly cloudy,2018,8,26,6,0,0,19,11
21,26,0.0,68,13,Partly cloudy,2018,8,26,6,0,0,8,11
22,26,0.0,69,13,Partly cloudy,2018,8,26,6,0,0,12,6
23,25,0.0,71,13,Partly cloudy,2018,8,26,6,0,0,1,6
0,25,0.0,72,13,Partly cloudy,2018,8,27,0,0,1,3,6
1,25,0.0,75,12,Partly cloudy,2018,8,27,0,0,1,2,1
2,25,0.0,78,12,Clear,2018,8,27,0,0,1,1,1
3,24,0.0,81,11,Clear,2018,8,27,0,0,1,0,0
4,25,0.0,80,9,Clear,2018,8,27,0,0,1,0,1
5,25,0.0,79,7,Clear,2018,8,27,0,0,1,1,2
6,26,0.0,78,5,Sunny,2018,8,27,0,0,1,13,8
7,27,0.0,73,5,Sunny,2018,8,27,0,0,1,20,13
8,28,0.0,68,5,Sunny,2018,8,27,0,0,1,54,26
9,30,0.0,63,5,Sunny,2018,8,27,0,0,1,45,19
10,31,0.0,59,5,Sunny,2018,8,27,0,0,1,20,8
11,32,0.0,54,5,Sunny,2018,8,27,0,0,1,33,25
12,33,0.0,50,5,Sunny,2018,8,27,0,0,1,17,27
13,33,0.0,50,7,Sunny,2018,8,27,0,0,1,21,10
14,33,0.0,50,8,Sunny,2018,8,27,0,0,1,10,11
15,33,0.0,51,9,Sunny,2018,8,27,0,0,1,13,18
16,32,0.0,53,9,Sunny,2018,8,27,0,0,1,13,24
17,31,0.0,55,9,Partly cloudy,2018,8,27,0,0,1,44,56
18,30,0.0,58,9,Partly cloudy,2018,8,27,0,0,1,48,84
19,30,0.0,62,10,Partly cloudy,2018,8,27,0,0,1,47,60
20,29,0.0,66,11,Partly cloudy,2018,8,27,0,0,1,24,23
21,28,0.0,70,12,Partly cloudy,2018,8,27,0,0,1,14,13
22,28,0.0,73,11,Partly cloudy,2018,8,27,0,0,1,8,4
23,27,0.0,75,11,Clear,2018,8,27,0,0,1,3,4
0,27,0.0,78,11,Clear,2018,8,28,1,0,1,2,2
1,27,0.0,79,11,Clear,2018,8,28,1,0,1,0,0
2,27,0.4,81,11,Patchy rain possible,2018,8,28,1,0,1,1,0
3,26,0.6,82,10,Patchy rain possible,2018,8,28,1,0,1,0,0
4,26,0.3,81,9,Patchy rain possible,2018,8,28,1,0,1,0,0
5,27,0.7,80,7,Patchy rain possible,2018,8,28,1,0,1,4,5
6,27,1.0,78,5,Patchy rain possible,2018,8,28,1,0,1,11,7
7,28,0.5,72,6,Patchy rain possible,2018,8,28,1,0,1,38,12
8,30,0.1,66,7,Sunny,2018,8,28,1,0,1,60,29
9,32,0.1,60,8,Sunny,2018,8,28,1,0,1,40,15
10,33,0.1,55,10,Sunny,2018,8,28,1,0,1,20,15
11,34,0.1,50,11,Sunny,2018,8,28,1,0,1,11,9
12,35,0.1,45,13,Sunny,2018,8,28,1,0,1,10,8
13,35,0.1,45,14,Sunny,2018,8,28,1,0,1,13,10
14,34,0.0,45,16,Sunny,2018,8,28,1,0,1,8,7
15,34,0.0,44,18,Sunny,2018,8,28,1,0,1,12,16
16,33,0.0,48,17,Sunny,2018,8,28,1,0,1,19,30
17,33,0.0,51,17,Sunny,2018,8,28,1,0,1,29,69
18,32,0.0,55,16,Clear,2018,8,28,1,0,1,39,73
19,31,0.0,58,16,Clear,2018,8,28,1,0,1,36,40
20,30,0.0,62,16,Clear,2018,8,28,1,0,1,26,34
21,30,0.0,65,17,Clear,2018,8,28,1,0,1,15,14
22,29,0.0,67,16,Clear,2018,8,28,1,0,1,7,7
23,29,0.2,69,16,Clear,2018,8,28,1,0,1,3,2
0,29,0.4,71,16,Clear,2018,8,29,2,0,1,2,2
1,28,0.2,71,15,Clear,2018,8,29,2,0,1,0,1
2,28,0.1,71,14,Clear,2018,8,29,2,0,1,0,0
3,28,0.1,71,13,Clear,2018,8,29,2,0,1,0,0
4,28,0.0,71,10,Clear,2018,8,29,2,0,1,0,1
5,28,0.1,71,8,Clear,2018,8,29,2,0,1,2,2
6,28,0.1,71,5,Sunny,2018,8,29,2,0,1,10,7
7,29,0.0,65,8,Sunny,2018,8,29,2,0,1,21,16
8,31,0.0,60,10,Sunny,2018,8,29,2,0,1,60,25
9,32,0.0,54,12,Sunny,2018,8,29,2,0,1,31,14
10,33,0.0,52,13,Sunny,2018,8,29,2,0,1,3,7
11,34,0.0,49,14,Sunny,2018,8,29,2,0,1,6,8
12,34,0.0,46,14,Sunny,2018,8,29,2,0,1,11,9
13,34,0.0,46,15,Sunny,2018,8,29,2,0,1,8,8
14,34,0.0,45,17,Sunny,2018,8,29,2,0,1,8,11
15,34,0.0,45,18,Sunny,2018,8,29,2,0,1,9,15
16,33,0.0,47,16,Sunny,2018,8,29,2,0,1,9,15
17,33,0.0,49,15,Sunny,2018,8,29,2,0,1,40,57
18,32,0.0,50,13,Clear,2018,8,29,2,0,1,60,57
19,31,0.0,54,14,Clear,2018,8,29,2,0,1,40,43
20,31,0.0,57,15,Clear,2018,8,29,2,0,1,25,32
21,30,0.0,61,17,Clear,2018,8,29,2,0,1,9,23
22,29,0.0,63,16,Clear,2018,8,29,2,0,1,8,8
23,29,0.0,65,16,Clear,2018,8,29,2,0,1,2,1
0,29,0.0,67,15,Clear,2018,8,30,3,0,1,2,0
1,28,0.0,68,14,Clear,2018,8,30,3,0,1,0,0
2,28,0.0,70,13,Clear,2018,8,30,3,0,1,1,0
3,27,0.0,71,12,Clear,2018,8,30,3,0,1,0,1
4,27,0.0,70,12,Clear,2018,8,30,3,0,1,0,0
5,27,0.0,69,12,Clear,2018,8,30,3,0,1,2,1
6,26,0.0,68,13,Sunny,2018,8,30,3,0,1,10,7
7,28,0.0,64,13,Sunny,2018,8,30,3,0,1,34,14
8,29,0.0,61,14,Sunny,2018,8,30,3,0,1,50,26
9,30,0.0,57,14,Sunny,2018,8,30,3,0,1,26,14
10,30,0.0,54,12,Sunny,2018,8,30,3,0,1,7,7
11,31,0.0,52,10,Cloudy,2018,8,30,3,0,1,9,3
12,32,0.0,50,8,Cloudy,2018,8,30,3,0,1,9,12
13,32,0.0,51,7,Cloudy,2018,8,30,3,0,1,10,7
14,31,0.0,52,7,Overcast,2018,8,30,3,0,1,7,7
15,31,0.0,54,6,Overcast,2018,8,30,3,0,1,22,23
16,31,0.0,55,7,Overcast,2018,8,30,3,0,1,22,34
17,30,0.0,57,7,Partly cloudy,2018,8,30,3,0,1,29,55
18,30,0.0,59,7,Partly cloudy,2018,8,30,3,0,1,42,55
19,28,0.0,60,9,Partly cloudy,2018,8,30,3,0,1,30,44
20,27,0.1,61,10,Patchy rain possible,2018,8,30,3,0,1,16,16
21,26,0.1,62,12,Patchy rain possible,2018,8,30,3,0,1,11,15
22,26,0.0,62,13,Patchy rain possible,2018,8,30,3,0,1,9,8
23,25,0.1,63,14,Light rain shower,2018,8,30,3,0,1,9,7
0,25,0.2,63,15,Light rain shower,2018,8,31,4,0,1,3,1
1,24,0.1,67,17,Light rain shower,2018,8,31,4,0,1,0,0
2,24,0.4,71,18,Light rain shower,2018,8,31,4,0,1,0,0
3,23,0.5,75,19,Light rain shower,2018,8,31,4,0,1,0,0
4,23,0.2,76,18,Light rain shower,2018,8,31,4,0,1,0,2
5,23,0.4,76,17,Light rain shower,2018,8,31,4,0,1,1,2
6,23,0.5,77,16,Light rain shower,2018,8,31,4,0,1,5,2
7,23,0.3,74,17,Light rain shower,2018,8,31,4,0,1,17,16
8,24,0.1,72,19,Light rain shower,2018,8,31,4,0,1,36,17
9,24,0.1,69,20,Light rain shower,2018,8,31,4,0,1,27,14
10,24,0.1,67,18,Light rain shower,2018,8,31,4,0,1,23,11
11,25,0.1,66,16,Patchy light drizzle,2018,8,31,4,0,1,9,18
12,25,0.2,64,14,Patchy light drizzle,2018,8,31,4,0,1,14,8
13,25,0.1,64,16,Patchy light drizzle,2018,8,31,4,0,1,19,15
14,25,0.2,64,18,Light rain shower,2018,8,31,4,0,1,7,18
15,25,0.3,64,19,Light rain shower,2018,8,31,4,0,1,26,25
16,24,0.2,65,19,Light rain shower,2018,8,31,4,0,1,24,46
17,24,0.2,66,20,Light rain shower,2018,8,31,4,0,1,24,23
18,23,0.3,67,20,Light rain shower,2018,8,31,4,0,1,10,20
19,23,0.2,68,19,Light rain shower,2018,8,31,4,0,1,14,15
20,22,0.0,69,19,Partly cloudy,2018,8,31,4,0,1,9,11
21,22,0.0,70,19,Partly cloudy,2018,8,31,4,0,1,8,7
22,22,0.0,71,18,Partly cloudy,2018,8,31,4,0,1,7,8
23,22,0.0,73,18,Cloudy,2018,8,31,4,0,1,5,2
0,21,0.0,74,17,Cloudy,2018,9,1,5,0,0,2,1
1,21,0.0,75,17,Cloudy,2018,9,1,5,0,0,0,0
2,21,0.3,75,16,Light rain shower,2018,9,1,5,0,0,9,8
3,21,0.4,76,16,Light rain shower,2018,9,1,5,0,0,0,0
4,21,0.2,75,14,Light rain shower,2018,9,1,5,0,0,0,0
5,21,0.5,75,13,Light rain shower,2018,9,1,5,0,0,0,0
6,21,0.7,74,12,Light rain shower,2018,9,1,5,0,0,1,2
7,22,0.4,72,13,Light rain shower,2018,9,1,5,0,0,5,5
8,22,0.0,71,14,Partly cloudy,2018,9,1,5,0,0,11,9
9,23,0.0,69,15,Partly cloudy,2018,9,1,5,0,0,9,9
10,24,0.0,65,13,Partly cloudy,2018,9,1,5,0,0,21,26
11,25,0.0,61,11,Cloudy,2018,9,1,5,0,0,35,15
12,26,0.0,57,10,Cloudy,2018,9,1,5,0,0,45,33
13,26,0.0,57,11,Cloudy,2018,9,1,5,0,0,34,30
14,26,0.0,58,12,Partly cloudy,2018,9,1,5,0,0,55,43
15,26,0.0,58,14,Partly cloudy,2018,9,1,5,0,0,22,29
16,25,0.0,61,13,Partly cloudy,2018,9,1,5,0,0,34,36
17,24,0.0,64,12,Partly cloudy,2018,9,1,5,0,0,40,45
18,24,0.0,67,11,Partly cloudy,2018,9,1,5,0,0,36,22
19,23,0.0,69,11,Partly cloudy,2018,9,1,5,0,0,23,22
20,23,0.0,70,10,Partly cloudy,2018,9,1,5,0,0,12,14
21,22,0.0,71,10,Partly cloudy,2018,9,1,5,0,0,4,5
22,22,0.0,72,8,Partly cloudy,2018,9,1,5,0,0,3,15
23,22,0.0,72,6,Partly cloudy,2018,9,1,5,0,0,5,3
0,22,0.0,73,4,Partly cloudy,2018,9,2,6,0,0,2,5
1,22,0.0,74,4,Partly cloudy,2018,9,2,6,0,0,3,2
2,23,0.0,74,4,Clear,2018,9,2,6,0,0,2,0
3,23,0.0,75,4,Clear,2018,9,2,6,0,0,3,2
4,23,0.0,74,3,Clear,2018,9,2,6,0,0,0,1
5,23,0.0,73,2,Partly cloudy,2018,9,2,6,0,0,0,0
6,23,0.0,72,1,Partly cloudy,2018,9,2,6,0,0,2,3
7,24,0.0,70,3,Partly cloudy,2018,9,2,6,0,0,2,4
8,25,0.0,67,4,Cloudy,2018,9,2,6,0,0,18,9
9,26,0.0,64,5,Cloudy,2018,9,2,6,0,0,18,9
10,27,0.0,63,6,Cloudy,2018,9,2,6,0,0,31,25
11,28,0.0,62,6,Partly cloudy,2018,9,2,6,0,0,25,27
12,28,0.0,61,7,Partly cloudy,2018,9,2,6,0,0,41,38
13,28,0.0,62,9,Partly cloudy,2018,9,2,6,0,0,52,36
14,28,0.0,64,10,Partly cloudy,2018,9,2,6,0,0,27,36
15,28,0.0,65,12,Partly cloudy,2018,9,2,6,0,0,39,29
16,28,0.0,68,12,Partly cloudy,2018,9,2,6,0,0,34,39
17,27,0.0,72,12,Partly cloudy,2018,9,2,6,0,0,34,30
18,26,0.0,75,12,Partly cloudy,2018,9,2,6,0,0,21,22
19,26,0.0,78,11,Partly cloudy,2018,9,2,6,0,0,28,29
20,26,0.0,81,10,Partly cloudy,2018,9,2,6,0,0,17,20
21,25,0.0,84,9,Partly cloudy,2018,9,2,6,0,0,26,20
22,25,0.0,85,10,Partly cloudy,2018,9,2,6,0,0,9,11
23,25,0.0,85,10,Partly cloudy,2018,9,2,6,0,0,5,9
0,25,0.1,86,10,Partly cloudy,2018,9,3,0,0,1,4,3
1,25,0.0,87,10,Partly cloudy,2018,9,3,0,0,1,3,2
2,24,0.1,88,9,Partly cloudy,2018,9,3,0,0,1,2,1
3,24,0.1,89,9,Partly cloudy,2018,9,3,0,0,1,0,0
4,24,0.0,87,7,Partly cloudy,2018,9,3,0,0,1,5,5
5,25,0.0,86,5,Partly cloudy,2018,9,3,0,0,1,0,0
6,25,0.0,85,3,Partly cloudy,2018,9,3,0,0,1,0,7
7,27,0.0,79,3,Partly cloudy,2018,9,3,0,0,1,2,10
8,28,0.1,74,3,Sunny,2018,9,3,0,0,1,6,5
9,30,0.2,68,4,Sunny,2018,9,3,0,0,1,33,23
10,31,0.1,64,5,Sunny,2018,9,3,0,0,1,20,12
11,32,0.1,60,7,Sunny,2018,9,3,0,0,1,26,26
12,33,0.2,55,8,Sunny,2018,9,3,0,0,1,35,30
13,33,0.1,55,10,Sunny,2018,9,3,0,0,1,27,27
14,33,0.1,55,11,Patchy rain possible,2018,9,3,0,0,1,42,43
15,33,0.1,55,12,Patchy rain possible,2018,9,3,0,0,1,36,41
16,32,0.0,58,11,Patchy rain possible,2018,9,3,0,0,1,33,36
17,32,0.1,61,10,Sunny,2018,9,3,0,0,1,35,27
18,31,0.1,63,8,Clear,2018,9,3,0,0,1,30,31
19,30,0.0,66,8,Clear,2018,9,3,0,0,1,22,26
20,30,0.0,68,8,Clear,2018,9,3,0,0,1,14,16
21,29,0.0,70,8,Clear,2018,9,3,0,0,1,12,6
22,28,0.0,71,9,Clear,2018,9,3,0,0,1,3,4
23,28,0.0,71,10,Clear,2018,9,3,0,0,1,1,2
0,28,0.1,71,11,Clear,2018,9,4,1,0,1,0,0
1,27,0.0,72,10,Clear,2018,9,4,1,0,1,1,3
2,27,0.2,72,9,Clear,2018,9,4,1,0,1,0,0
3,27,0.3,73,8,Clear,2018,9,4,1,0,1,0,0
4,27,0.1,72,7,Clear,2018,9,4,1,0,1,0,1
5,27,0.2,72,6,Clear,2018,9,4,1,0,1,3,2
6,27,0.3,72,4,Sunny,2018,9,4,1,0,1,21,5
7,28,0.1,67,6,Sunny,2018,9,4,1,0,1,21,21
8,29,0.0,63,7,Sunny,2018,9,4,1,0,1,75,26
9,30,0.0,58,8,Sunny,2018,9,4,1,0,1,32,11
10,31,0.0,55,6,Sunny,2018,9,4,1,0,1,19,10
11,33,0.0,52,4,Sunny,2018,9,4,1,0,1,11,7
12,34,0.0,49,3,Sunny,2018,9,4,1,0,1,7,6
13,34,0.0,49,2,Sunny,2018,9,4,1,0,1,23,21
14,34,0.0,49,2,Sunny,2018,9,4,1,0,1,17,21
15,34,0.0,49,1,Sunny,2018,9,4,1,0,1,20,13
16,33,0.0,51,2,Sunny,2018,9,4,1,0,1,10,29
17,33,0.0,53,2,Sunny,2018,9,4,1,0,1,20,47
18,32,0.0,56,2,Clear,2018,9,4,1,0,1,24,55
19,31,0.0,59,3,Clear,2018,9,4,1,0,1,25,39
20,30,0.1,61,4,Clear,2018,9,4,1,0,1,27,21
21,29,0.1,64,5,Clear,2018,9,4,1,0,1,17,16
22,29,0.0,66,4,Clear,2018,9,4,1,0,1,8,11
23,28,0.1,67,3,Patchy rain possible,2018,9,4,1,0,1,2,4
0,28,0.2,69,3,Patchy rain possible,2018,9,5,2,0,1,2,0
1,27,0.1,71,3,Patchy rain possible,2018,9,5,2,0,1,0,1
2,27,0.3,73,4,Patchy rain possible,2018,9,5,2,0,1,0,0
3,27,0.4,75,4,Patchy rain possible,2018,9,5,2,0,1,0,0
4,27,0.2,75,3,Patchy rain possible,2018,9,5,2,0,1,0,1
5,27,0.4,75,2,Patchy rain possible,2018,9,5,2,0,1,3,2
6,27,0.6,74,1,Patchy rain possible,2018,9,5,2,0,1,16,13
7,28,0.3,71,4,Patchy rain possible,2018,9,5,2,0,1,33,18
8,29,0.0,67,6,Sunny,2018,9,5,2,0,1,72,35
9,30,0.0,63,8,Sunny,2018,9,5,2,0,1,41,16
10,31,0.0,60,9,Sunny,2018,9,5,2,0,1,10,11
11,32,0.0,57,10,Sunny,2018,9,5,2,0,1,13,10
12,32,0.0,54,11,Sunny,2018,9,5,2,0,1,7,7
13,32,0.0,55,13,Sunny,2018,9,5,2,0,1,12,15
14,31,0.0,57,14,Partly cloudy,2018,9,5,2,0,1,9,11
15,31,0.0,58,16,Partly cloudy,2018,9,5,2,0,1,14,19
16,30,0.0,61,15,Partly cloudy,2018,9,5,2,0,1,14,17
17,29,0.0,64,14,Sunny,2018,9,5,2,0,1,28,47
18,29,0.0,67,13,Clear,2018,9,5,2,0,1,43,70
19,28,0.0,69,13,Clear,2018,9,5,2,0,1,46,56
20,28,0.0,72,14,Clear,2018,9,5,2,0,1,14,27
21,27,0.0,75,14,Clear,2018,9,5,2,0,1,7,7
22,27,0.0,76,13,Clear,2018,9,5,2,0,1,5,2
23,27,0.0,77,12,Clear,2018,9,5,2,0,1,2,5
0,27,0.1,78,11,Clear,2018,9,6,3,0,1,3,1
1,27,0.0,80,11,Clear,2018,9,6,3,0,1,0,0
2,26,1.3,83,11,Moderate or heavy rain shower,2018,9,6,3,0,1,0,0
3,26,1.7,85,12,Moderate or heavy rain shower,2018,9,6,3,0,1,0,0
4,26,0.9,85,11,Moderate or heavy rain shower,2018,9,6,3,0,1,1,0
5,26,1.3,84,10,Moderate or heavy rain shower,2018,9,6,3,0,1,1,3
6,26,1.8,84,9,Moderate or heavy rain shower,2018,9,6,3,0,1,12,6
7,28,0.9,77,10,Moderate or heavy rain shower,2018,9,6,3,0,1,40,21
8,29,1.0,70,10,Moderate or heavy rain shower,2018,9,6,3,0,1,80,34
9,31,1.3,63,11,Moderate or heavy rain shower,2018,9,6,3,0,1,25,21
10,32,0.6,58,10,Moderate or heavy rain shower,2018,9,6,3,0,1,19,6
11,33,1.0,53,10,Moderate or heavy rain shower,2018,9,6,3,0,1,17,13
12,34,1.3,48,9,Moderate or heavy rain shower,2018,9,6,3,0,1,16,13
13,34,0.6,50,9,Moderate or heavy rain shower,2018,9,6,3,0,1,7,4
14,33,0.7,52,9,Patchy rain possible,2018,9,6,3,0,1,17,14
15,33,0.9,53,9,Patchy rain possible,2018,9,6,3,0,1,10,15
16,32,0.4,56,10,Patchy rain possible,2018,9,6,3,0,1,22,25
17,32,0.7,58,10,Light rain shower,2018,9,6,3,0,1,31,50
18,31,0.9,61,10,Light rain shower,2018,9,6,3,0,1,35,50
19,30,0.5,65,9,Light rain shower,2018,9,6,3,0,1,21,27
20,28,0.2,69,8,Patchy rain possible,2018,9,6,3,0,1,15,18
21,27,0.3,72,6,Patchy rain possible,2018,9,6,3,0,1,12,9
22,27,0.1,73,7,Patchy rain possible,2018,9,6,3,0,1,6,7
23,26,0.2,75,8,Patchy rain possible,2018,9,6,3,0,1,2,5
0,26,0.4,76,9,Patchy rain possible,2018,9,7,4,0,1,1,0
1,25,0.2,77,11,Patchy rain possible,2018,9,7,4,0,1,0,0
2,25,0.4,79,12,Light rain shower,2018,9,7,4,0,1,1,1
3,24,0.5,81,14,Light rain shower,2018,9,7,4,0,1,2,0
4,24,0.2,78,14,Light rain shower,2018,9,7,4,0,1,0,1
5,24,0.6,75,13,Patchy rain possible,2018,9,7,4,0,1,3,3
6,24,0.8,73,13,Patchy rain possible,2018,9,7,4,0,1,9,6
7,24,0.4,74,14,Patchy rain possible,2018,9,7,4,0,1,35,15
8,24,0.0,76,14,Overcast,2018,9,7,4,0,1,58,25
9,24,0.0,77,15,Overcast,2018,9,7,4,0,1,37,20
10,25,0.0,75,14,Overcast,2018,9,7,4,0,1,18,16
11,25,0.0,73,13,Overcast,2018,9,7,4,0,1,12,12
